SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,CustomerValue,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_1-2 Years,TenureGroup_2-4 Years,TenureGroup_4+ Years,Churn_Probability,Risk_Level
0,50,20.15,930.9,0,18.25294117647059,1007.4999999999999,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,0.01,Low Risk
0,10,79.85,887.35,0,80.66818181818182,798.5,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.12,Low Risk
0,1,49.05,49.05,0,24.525,49.05,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.19,Low Risk
0,52,20.4,1090.65,0,20.578301886792456,1060.8,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.04,Low Risk
1,64,111.6,7099.0,0,109.21538461538462,7142.4,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,0.06,Low Risk
0,62,24.25,1424.6,0,22.61269841269841,1503.5,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0.0,Low Risk
0,3,64.5,177.4,0,44.35,193.5,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.09,Low Risk
1,56,110.5,6139.5,0,107.71052631578948,6188.0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,0.18,Low Risk
0,46,55.65,2688.85,0,57.2095744680851,2559.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,0.07,Low Risk
0,8,54.65,482.25,0,53.583333333333336,437.2,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.05,Low Risk
1,30,74.75,2111.3,0,68.10645161290323,2242.5,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,0.13,Low Risk
0,45,25.9,1216.6,0,26.44782608695652,1165.5,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0.02,Low Risk
0,1,79.35,79.35,1,39.675,79.35,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0.93,High Risk
0,11,50.55,565.35,0,47.112500000000004,556.05,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.09,Low Risk
0,7,75.15,496.9,1,62.1125,526.0500000000001,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.84,High Risk
0,42,103.8,4327.5,0,100.63953488372093,4359.599999999999,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,0.2,Low Risk
0,49,20.15,973.35,0,19.467,987.3499999999999,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0.02,Low Risk
0,9,99.3,918.75,0,91.875,893.6999999999999,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,0.33,Medium Risk
0,35,62.15,2215.45,0,61.540277777777774,2175.25,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.04,Low Risk
0,48,20.65,1057.0,0,21.571428571428573,991.1999999999999,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0.01,Low Risk
0,46,19.95,927.1,0,19.72553191489362,917.6999999999999,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,0.02,Low Risk
0,29,33.75,1009.25,0,33.641666666666666,978.75,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.16,Low Risk
0,30,82.05,2570.2,0,82.90967741935484,2461.5,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.09,Low Risk
1,1,74.7,74.7,0,37.35,74.7,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.44,Medium Risk
0,66,84.0,5714.25,0,85.28731343283582,5544.0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,0.01,Low Risk
0,65,111.05,7107.0,0,107.68181818181819,7218.25,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,0.1,Low Risk
0,72,100.9,7459.05,0,102.17876712328767,7264.8,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,0.05,Low Risk
0,12,78.95,927.35,1,71.33461538461539,947.4000000000001,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.46,Medium Risk
0,71,66.85,4748.7,0,65.95416666666667,4746.349999999999,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,0.07,Low Risk
0,5,21.05,113.85,1,18.974999999999998,105.25,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0.64,Medium Risk
0,52,21.0,1107.2,0,20.89056603773585,1092.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,0.05,Low Risk
1,25,98.5,2514.5,1,96.71153846153847,2462.5,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,0.92,High Risk
0,1,20.2,20.2,0,10.1,20.2,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0.29865476190476176,Low Risk
0,1,19.45,19.45,0,9.725,19.45,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0.51,Medium Risk
0,38,95.0,3605.6,0,92.45128205128205,3610.0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,0.03,Low Risk
1,66,45.55,3027.25,0,45.18283582089552,3006.2999999999997,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0.06,Low Risk
0,68,110.0,7611.85,1,110.31666666666668,7480.0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,0.7,Medium Risk
0,5,24.3,100.2,0,16.7,121.5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.23,Low Risk
0,72,104.15,7303.05,0,100.04178082191781,7498.8,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,0.06,Low Risk
0,32,30.15,927.65,0,28.11060606060606,964.8,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.05,Low Risk
0,43,94.35,3921.3,0,89.12045454545455,4057.0499999999997,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,0.09,Low Risk
0,72,19.4,1363.25,0,18.674657534246574,1396.8,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,0.0,Low Risk
0,55,96.75,5238.9,1,93.55178571428571,5321.25,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,0.71,High Risk
0,52,57.95,3042.25,0,57.40094339622642,3013.4,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,0.02,Low Risk
0,43,91.65,3954.1,0,89.86590909090908,3940.9500000000003,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,0.13,Low Risk
1,37,76.5,2868.15,1,75.47763157894737,2830.5,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.89,High Risk
0,64,54.6,3423.5,0,52.66923076923077,3494.4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,0.03,Low Risk
0,3,89.85,248.4,0,62.1,269.54999999999995,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.1,Low Risk
0,36,31.05,1126.35,0,30.44189189189189,1117.8,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.05,Low Risk
0,10,100.25,1064.65,1,96.78636363636365,1002.5,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,0.94,High Risk
0,41,20.65,835.15,0,19.88452380952381,846.65,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,0.0,Low Risk
0,27,85.2,2151.6,0,76.84285714285714,2300.4,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,0.12,Low Risk
0,56,99.8,5515.45,0,96.76228070175438,5588.8,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,0.11,Low Risk
0,6,20.7,112.75,0,16.107142857142858,124.19999999999999,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0.01,Low Risk
0,3,74.4,229.55,1,57.3875,223.20000000000002,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.7,Medium Risk
0,7,50.7,350.35,0,43.79375,354.90000000000003,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.03,Low Risk
0,4,20.85,62.9,0,12.58,83.4,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0.09,Low Risk
0,33,88.95,3027.65,0,89.0485294117647,2935.35,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,0.07,Low Risk
1,27,78.05,2135.5,1,76.26785714285714,2107.35,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.79,High Risk
0,72,23.55,1723.95,0,23.615753424657534,1695.6000000000001,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0.0,Low Risk
0,1,19.75,19.75,0,9.875,19.75,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0.5533333333333335,Medium Risk
1,71,56.45,3985.35,0,55.35208333333333,4007.9500000000003,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,0.12,Low Risk
0,13,85.95,1215.65,0,86.83214285714287,1117.3500000000001,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,0.25,Low Risk
0,25,58.6,1502.65,1,57.79423076923077,1465.0,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,0.7,Medium Risk
0,67,50.55,3260.1,0,47.942647058823525,3386.85,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.02,Low Risk
0,1,35.45,35.45,1,17.725,35.45,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,1.0,High Risk
0,2,44.35,81.25,1,27.083333333333332,88.7,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.76,High Risk
0,43,25.7,1188.2,0,27.004545454545454,1105.1,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,0.03,Low Risk
0,23,75.0,1778.5,0,74.10416666666667,1725.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.14,Low Risk
0,64,20.2,1277.75,0,19.657692307692308,1292.8,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,0.0,Low Risk
